City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
478,Paratinga,BR,-12.6906,-43.1842,70.02,95,100,2.39,overcast clouds
479,Enumclaw,US,47.2043,-121.9915,60.03,90,100,10.98,overcast clouds
480,Yeppoon,AU,-23.1333,150.7333,78.58,74,20,12.08,few clouds
481,Hervey Bay,AU,-25.2986,152.8535,77.11,82,61,21.07,light rain
482,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,82,75,5.73,broken clouds
483,Salym,RU,60.0625,71.4789,23.07,94,90,9.35,overcast clouds
484,Mago,RU,53.2514,140.1822,20.5,92,99,3.74,overcast clouds
485,Saint-Joseph,RE,-21.3667,55.6167,80.96,83,96,3.09,light rain
486,Mahajanga,MG,-15.7167,46.3167,84.22,70,40,6.91,moderate rain
487,Yuancheng,CN,36.652,107.7896,44.37,64,8,7.58,clear sky
488,Sa Kaeo,TH,13.75,102.3333,81.86,59,64,15.08,broken clouds
489,Wahpeton,US,46.2652,-96.6059,28.62,68,1,9.22,clear sky
490,Praia,CV,14.9215,-23.5087,75.74,69,40,21.85,scattered clouds
491,Starobachaty,RU,54.2425,86.2072,22.3,85,100,17.13,overcast clouds
492,Ngunguru,NZ,-35.6167,174.5,66.79,69,90,9.48,overcast clouds
493,Astana,KZ,51.1801,71.446,6.75,72,0,4.47,clear sky
494,Malanje,AO,-9.5402,16.341,64.44,99,100,2.46,light rain
495,Awbari,LY,26.5921,12.7805,69.26,26,100,15.23,overcast clouds
496,Potosi,BO,-19.5836,-65.7531,51.15,59,38,3.0,scattered clouds
497,Smidovich,RU,48.6,133.8167,17.26,92,66,5.12,broken clouds
498,Zhigansk,RU,66.7697,123.3711,-8.27,97,99,7.02,overcast clouds
499,Birnin Kebbi,NG,12.4539,4.1975,71.69,18,68,8.43,broken clouds
500,Kiunga,PG,-6.1219,141.2906,92.57,50,51,3.83,broken clouds
501,Korla,CN,41.7597,86.1469,31.78,78,94,10.47,overcast clouds
502,Mapiripan,CO,2.8892,-72.1256,73.63,93,99,2.68,overcast clouds
503,Severnyy-Kospashskiy,RU,59.0925,57.8008,23.22,89,100,10.42,overcast clouds
504,Tupik,RU,54.4253,119.9327,10.26,68,100,3.83,overcast clouds
505,Loa Janan,ID,-0.583,117.095,81.01,92,100,2.86,overcast clouds
506,Anori,BR,-3.7728,-61.6442,74.16,95,64,2.19,broken clouds
507,Villaviciosa,ES,43.4813,-5.4357,44.22,81,100,12.82,overcast clouds
508,Taltal,CL,-25.4,-70.4833,61.45,80,17,0.49,few clouds
509,Singkawang,ID,0.9,109.0,78.93,86,100,8.72,overcast clouds
510,Fomboni,KM,-12.28,43.7425,80.08,77,73,15.93,moderate rain
511,Paracuru,BR,-3.41,-39.0306,80.62,78,57,9.8,broken clouds
512,Amealco,MX,20.1833,-100.15,42.87,68,9,3.11,clear sky
513,Ust-Omchug,RU,61.15,149.6333,-15.21,83,100,1.43,overcast clouds
514,Fenelon Falls,CA,44.5334,-78.7496,27.01,72,96,2.28,overcast clouds
515,Marsh Harbour,BS,26.5412,-77.0636,71.74,66,13,6.58,few clouds
516,Tsabong,BW,-26.0217,22.401,71.28,60,0,9.33,clear sky
517,Sur,OM,22.5667,59.5289,80.73,40,10,3.49,clear sky
518,Kiama,AU,-34.6833,150.8667,62.89,67,78,12.08,broken clouds
519,Henties Bay,NA,-22.116,14.2845,58.82,85,0,4.0,clear sky
520,Cherskiy,RU,68.75,161.3,-23.73,92,24,2.15,few clouds
521,Lakhna,IN,26.65,79.15,73.2,38,2,5.17,clear sky
522,Hirara,JP,24.8,125.2833,73.26,73,75,19.57,broken clouds
523,Thinadhoo,MV,0.5333,72.9333,82.09,71,75,16.96,broken clouds
524,Boromo,BF,11.75,-2.9333,73.87,20,55,5.06,broken clouds
525,Muros,ES,42.7762,-9.0603,41.5,73,26,9.55,scattered clouds
526,Toguchin,RU,55.2353,84.3858,22.08,92,100,16.24,overcast clouds
527,Elko,US,41.0002,-115.5012,30.22,40,14,2.13,few clouds
528,Pochutla,MX,15.7432,-96.4661,72.99,72,42,3.4,scattered clouds
529,Ayan,RU,56.45,138.1667,17.62,57,98,18.92,overcast clouds
530,Walvis Bay,NA,-22.9575,14.5053,52.75,93,1,5.75,clear sky
531,Laguna,US,38.421,-121.4238,57.7,87,1,0.0,mist
532,Kalaleh,IR,37.3807,55.4916,53.2,66,0,0.0,clear sky
533,Torit,SS,4.4133,32.5678,78.87,55,85,3.13,overcast clouds
534,Orsha,BY,54.5153,30.4053,34.02,87,100,11.97,overcast clouds
535,Kiruna,SE,67.8557,20.2251,-17.48,76,100,3.44,overcast clouds
536,San Cristobal,VE,7.7669,-72.225,68.18,89,30,1.28,scattered clouds
537,Baykit,RU,61.67,96.37,5.02,95,100,2.21,overcast clouds
538,Veraval,IN,20.9,70.3667,81.45,45,96,6.73,overcast clouds
539,Sobolevo,RU,54.4299,31.8996,35.11,85,100,11.68,overcast clouds
540,Athabasca,CA,54.7169,-113.2854,28.81,84,96,7.23,overcast clouds
541,Xining,CN,36.6167,101.7667,34.23,49,98,7.94,overcast clouds
542,Golden,US,39.7555,-105.2211,39.02,45,40,8.05,scattered clouds
543,Gouyave,GD,12.1646,-61.7296,79.57,83,20,2.3,few clouds
544,Lakatoro,VU,-16.0999,167.4164,83.64,70,18,3.74,few clouds
545,Plouzane,FR,48.3833,-4.6167,42.85,87,75,8.05,light rain
546,Gimli,CA,50.6336,-96.9907,24.82,63,11,6.91,few clouds
547,Suamico,US,44.6319,-88.0393,32.77,74,90,5.75,overcast clouds
548,Yerbogachen,RU,61.2767,108.0108,6.85,91,100,7.67,overcast clouds
549,Areia Branca,BR,-4.9561,-37.1369,78.57,79,74,12.82,broken clouds
550,Marystown,CA,47.1666,-55.1483,47.14,79,66,18.77,broken clouds
551,Ojinaga,MX,29.5667,-104.4167,52.75,87,1,3.44,clear sky
552,Acarau,BR,-2.8856,-40.12,79.5,81,56,10.4,broken clouds
553,Pachino,IT,36.7186,15.0907,59.04,60,90,24.81,moderate rain
554,Palana,RU,59.1167,159.9667,5.47,94,100,7.34,overcast clouds
555,Emmett,US,43.8735,-116.4993,39.09,69,100,2.55,overcast clouds
556,Mandalgovi,MN,45.7625,106.2708,18.75,47,100,17.78,overcast clouds
557,Tefe,BR,-3.3542,-64.7114,73.15,98,67,1.25,broken clouds
558,Hamilton,US,39.1834,-84.5333,45.45,74,1,3.44,clear sky
559,Zhigalovo,RU,54.8097,105.1578,12.36,73,100,3.87,overcast clouds
560,Alakurtti,RU,66.9672,30.3491,-4.81,100,68,1.28,broken clouds
561,Garissa,KE,-0.4536,39.6401,75.63,82,100,6.2,light rain
562,Suez,EG,29.9737,32.5263,66.02,34,36,1.23,scattered clouds
563,Kulhudhuffushi,MV,6.6221,73.07,80.02,77,100,6.76,overcast clouds
564,Zyryanka,RU,65.75,150.85,-39.57,100,45,1.34,scattered clouds
565,Labytnangi,RU,66.6572,66.4183,-18.2,95,12,2.71,few clouds
566,Meulaboh,ID,4.1363,96.1285,80.58,85,91,11.86,moderate rain
567,Lazaro Cardenas,MX,17.9583,-102.2,74.03,84,3,4.99,clear sky
568,Bolu,TR,40.6667,31.5833,51.17,82,100,9.62,overcast clouds
569,Jalingo,NG,8.8833,11.3667,73.13,26,43,2.84,scattered clouds
570,The Valley,AI,18.217,-63.0578,78.66,72,3,12.48,clear sky
571,Banda Aceh,ID,5.5577,95.3222,78.49,85,99,7.18,light rain
572,Bima,ID,-8.4667,118.7167,77.88,91,100,2.89,light rain
573,Lumphat,KH,13.4878,106.9816,84.43,59,100,6.42,overcast clouds
574,Udachnyy,RU,66.4167,112.4,-18.27,95,97,4.23,overcast clouds
575,Terra Santa,BR,-2.1042,-56.4869,76.33,83,81,0.54,broken clouds
576,Kahului,US,20.8947,-156.47,75.22,73,90,11.5,overcast clouds
577,Zhaotong,CN,27.3167,103.7167,49.95,72,91,3.94,overcast clouds
578,Maanshan,CN,31.6957,118.4983,66.25,52,0,11.88,clear sky
579,Cape Canaveral,US,28.4058,-80.6048,60.78,88,1,5.75,clear sky
580,Harper,LR,4.375,-7.7169,79.05,84,32,6.64,scattered clouds
581,Palafrugell,ES,41.9174,3.1631,34.56,75,40,5.3,scattered clouds
582,Kenai,US,60.5544,-151.2583,5.05,85,90,0.0,mist
583,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,68,57,6.78,broken clouds
584,Yarada,IN,17.65,83.2667,79.12,65,90,9.22,haze
585,Umm Lajj,SA,25.0213,37.2685,79.84,45,4,3.06,clear sky
586,Ixtapa,MX,20.7,-105.2,70.48,87,96,3.0,overcast clouds
587,Farias Brito,BR,-6.9306,-39.5656,79.48,76,38,3.96,scattered clouds
588,Paita,PE,-5.0892,-81.1144,65.98,81,84,10.49,broken clouds
589,Hovd,MN,48.0056,91.6419,21.81,19,15,1.32,few clouds
590,Kokstad,ZA,-30.5472,29.4241,63.66,75,0,5.08,clear sky
591,Naze,JP,28.3667,129.4833,65.32,56,24,16.8,few clouds
592,Mayo,US,38.8876,-76.5119,42.78,60,90,3.44,overcast clouds
593,Keflavik,IS,64.0049,-22.5624,36.03,100,90,9.22,light intensity drizzle
594,Shache,CN,38.4167,77.2406,33.89,34,74,3.47,broken clouds
595,Surt,LY,31.2089,16.5887,72.03,45,99,12.64,overcast clouds
596,Anaconda,US,46.1285,-112.9423,40.19,78,88,7.02,overcast clouds
597,Stornoway,GB,58.2093,-6.3865,33.76,93,40,3.44,light rain
598,Flin Flon,CA,54.7682,-101.865,11.73,96,11,6.13,few clouds
599,Hibbing,US,47.4272,-92.9377,29.8,59,90,16.11,overcast clouds
600,Jati,PK,24.3539,68.2671,81.32,16,6,12.01,clear sky
601,Chiredzi,ZW,-21.05,31.6667,69.35,66,1,3.29,clear sky
602,Yendi,GH,9.4427,-0.0099,74.53,37,49,3.8,scattered clouds
603,Kaeo,NZ,-35.1,173.7833,67.59,66,85,6.46,overcast clouds
604,Xinqing,CN,48.2333,129.5,29.59,87,100,8.52,overcast clouds
605,Bara,NG,10.3744,10.7288,68.05,22,98,5.75,overcast clouds
606,La Peca,PE,-5.6111,-78.435,67.75,85,96,3.2,light rain
607,Bose,IT,45.4612,8.0137,35.19,71,95,2.68,overcast clouds
608,Maua,BR,-23.6678,-46.4614,66.49,80,75,2.35,broken clouds
609,Santa Leopoldina,BR,-20.1006,-40.5297,73.02,95,74,4.79,broken clouds
610,Gigmoto,PH,13.7796,124.39,80.53,87,100,10.58,overcast clouds
611,Manono,CD,-7.3,27.4167,70.92,87,59,2.91,broken clouds
612,Novyy Urengoy,RU,66.0833,76.6333,-3.44,100,89,8.25,overcast clouds
613,Jerantut,MY,3.936,102.3626,87.08,64,100,2.8,overcast clouds
614,Hofn,IS,64.2539,-15.2082,31.41,58,100,11.21,overcast clouds
615,Richards Bay,ZA,-28.783,32.0377,70.75,68,51,18.99,broken clouds
616,Sheridan,US,44.8333,-106.9173,35.78,80,1,0.0,clear sky
617,Mozarlandia,BR,-14.7447,-50.5706,74.35,90,93,4.05,light rain
618,Mirabad,AF,30.4362,61.8383,60.91,33,5,4.56,clear sky
619,Tsogni,GA,-2.7942,10.0988,75.33,89,99,3.69,overcast clouds
620,Slave Lake,CA,55.2834,-114.769,28.38,74,90,12.66,overcast clouds
621,Charters Towers,AU,-20.1,146.2667,87.82,44,63,13.76,broken clouds
622,Wencheng,CN,33.0559,113.7978,56.7,58,81,4.32,broken clouds
623,Whitehorse,CA,60.7161,-135.0538,3.97,85,90,5.75,light snow
624,Knysna,ZA,-34.0363,23.0471,70.18,58,33,6.08,scattered clouds
625,Constitucion,CL,-35.3333,-72.4167,51.46,82,0,8.81,clear sky
626,Qinzhou,CN,21.95,108.6167,76.5,38,77,10.51,broken clouds
627,Mandera,KE,3.9366,41.867,79.97,70,78,11.97,broken clouds
628,San Rafael,AR,-34.6177,-68.3301,58.17,70,18,3.04,few clouds
629,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,53,0,6.71,clear sky
630,Matamoros,MX,25.5333,-103.25,55.4,59,98,2.08,overcast clouds
631,Voitsberg,AT,47.0333,15.15,31.51,99,100,1.88,light snow
632,Stepnyak,KZ,52.8339,70.7803,16.9,78,22,12.62,few clouds
633,Pimenteiras,BR,-6.2453,-41.4192,75.47,70,79,3.44,broken clouds
634,Marseille,FR,43.3333,5.5,38.71,67,5,17.22,clear sky
635,Buin,CL,-33.7333,-70.75,57.24,66,0,1.81,clear sky
636,Bezenchuk,RU,52.982,49.4333,31.06,90,100,15.68,overcast clouds
637,Dumai,ID,1.6833,101.45,84.65,69,100,4.0,overcast clouds
638,Tshela,CD,-4.9833,12.9333,69.96,99,98,1.25,overcast clouds
639,Harlingen,US,26.1906,-97.6961,55.31,87,90,14.97,overcast clouds
640,Chiang Khong,TH,20.2613,100.4046,77.32,47,32,0.87,scattered clouds
641,Bida,NG,9.0833,6.0167,72.55,35,86,0.56,overcast clouds
642,Lyuban,BY,52.7985,28.0048,31.21,89,78,5.32,broken clouds
643,Nokaneng,BW,-19.6667,22.2667,77.13,50,71,10.51,broken clouds
644,Lengshuitan,CN,26.4111,111.5956,61.27,51,90,2.8,overcast clouds
645,Riyadh,SA,24.6877,46.7219,66.25,32,0,5.75,clear sky
646,Ulaangom,MN,49.9811,92.0667,16.56,70,87,1.54,overcast clouds
647,Samarai,PG,-10.6167,150.6667,83.66,73,100,8.59,overcast clouds
648,Ulladulla,AU,-35.35,150.4667,62.15,64,77,9.93,broken clouds
649,Hambantota,LK,6.1241,81.1185,82.74,74,97,2.75,overcast clouds
650,Makarov,RU,48.6333,142.8,36.37,60,6,5.1,clear sky
651,Bud,US,39.447,-86.1758,42.89,83,32,10.02,scattered clouds
652,Bowen,AU,-20.0167,148.2333,83.82,65,37,10.2,scattered clouds
653,Bluffton,US,32.2371,-80.8604,44.67,87,1,0.0,clear sky
654,Camabatela,AO,-8.1881,15.375,62.37,99,100,1.63,light rain
655,Ardesen,TR,41.1911,40.9875,58.96,65,100,5.66,overcast clouds
656,Chamba,IN,32.5667,76.1333,65.7,26,14,4.74,few clouds
657,Goderich,CA,43.7501,-81.7165,26.92,93,100,5.75,light snow
658,Beira,MZ,-19.8436,34.8389,77.09,69,20,3.44,few clouds
659,Indapur,IN,18.3,73.25,82.96,44,80,4.16,broken clouds
660,Middletown,US,39.5151,-84.3983,45.34,76,1,5.75,clear sky
661,Kangaatsiaq,GL,68.3065,-53.4641,24.51,82,100,11.12,overcast clouds
662,Usta Muhammad,PK,28.1794,68.0445,76.35,15,0,1.9,clear sky
663,Irbeyskoye,RU,55.6428,95.4522,25.45,93,100,17.07,light snow
664,Roma,US,43.2128,-75.4557,31.86,86,90,0.0,overcast clouds
665,Yorii,JP,36.1167,139.2,58.32,26,0,10.49,clear sky
666,Brae,GB,60.3964,-1.353,30.11,62,99,15.95,light snow
667,Ballina,AU,-28.8667,153.5667,73.58,77,98,12.91,overcast clouds
668,Yichang,CN,30.7144,111.2847,63.5,30,7,3.04,clear sky
669,Liku,ID,-0.7275,119.8922,82.76,80,89,4.81,overcast clouds
670,Belmonte,BR,-15.8631,-38.8828,72.1,97,100,0.96,light rain
671,Tomari,RU,47.7658,142.0683,36.66,71,10,8.52,clear sky
672,Perth,AU,-31.9333,115.8333,91.58,42,0,13.8,clear sky
673,Eston,CA,51.1501,-108.7514,28.53,76,99,11.36,overcast clouds
674,Bonavista,CA,48.6499,-53.1147,41.0,82,100,15.97,overcast clouds
675,Codrington,AU,-38.2667,141.9667,64.0,62,0,14.56,clear sky
676,Dezhou,CN,37.4486,116.2925,55.17,57,100,11.3,overcast clouds
677,Maku,IR,39.2911,44.4521,44.13,60,100,4.68,overcast clouds
678,Skibbereen,IE,51.55,-9.2667,39.0,92,100,4.0,overcast clouds
679,Kimbe,PG,-5.5502,150.1429,84.47,71,56,3.94,light rain
680,Canala,NC,-21.5333,165.95,77.49,74,72,11.1,broken clouds
681,Karasjok,NO,69.4719,25.5112,1.51,100,100,1.9,overcast clouds
682,Yigou,CN,35.8114,114.3167,56.37,52,90,8.14,overcast clouds
683,Ampanihy,MG,-24.7,44.75,67.51,49,0,16.91,clear sky
684,Makokou,GA,0.5738,12.8642,67.14,99,95,1.32,overcast clouds
685,Sabancuy,MX,18.9667,-91.1833,72.86,80,20,5.7,few clouds
686,Regina,CA,50.4501,-104.6178,28.4,80,90,6.91,overcast clouds
687,Bronnoysund,NO,65.4625,12.1997,19.4,68,3,5.75,clear sky
688,Basco,PH,20.4487,121.9702,77.79,83,100,29.51,overcast clouds
689,Moerai,PF,-22.4333,-151.3333,77.83,83,100,14.07,light rain
690,Rundu,NA,-17.9333,19.7667,71.73,69,85,8.46,overcast clouds
691,Kuna,US,43.4918,-116.4201,37.96,88,1,4.61,clear sky
692,Sioux Lookout,CA,50.1001,-91.917,28.47,86,90,11.5,light snow
693,Torma,EE,58.8128,26.7383,26.35,95,100,9.37,snow
694,Ginda,IN,30.6945,78.4932,58.15,22,0,4.25,clear sky
695,Catuday,PH,16.2923,119.8062,84.16,63,74,12.53,broken clouds
696,Kibre Mengist,ET,5.8833,38.9833,60.66,88,69,3.65,broken clouds
697,Jizan,SA,17.3333,42.6667,83.34,58,0,0.96,clear sky
698,Tyrma,RU,50.0833,132.1667,20.39,84,100,0.76,overcast clouds
699,Wamba,NG,8.9333,8.6,70.07,26,74,2.57,broken clouds
700,Norton Shores,US,43.1689,-86.2639,30.38,86,90,3.44,overcast clouds
701,Lamu,KE,-2.2717,40.902,80.82,78,94,2.42,moderate rain
702,Hare Bay,CA,48.8499,-54.0148,43.95,79,100,13.67,overcast clouds
703,Marrakesh,MA,31.6315,-8.0083,44.67,76,40,2.3,scattered clouds
704,Itarema,BR,-2.9248,-39.9167,80.08,78,56,10.85,broken clouds
705,Orasac,BA,44.6289,16.0711,47.21,91,77,9.6,broken clouds
706,Pastavy,BY,55.1168,26.8326,33.01,96,100,9.06,overcast clouds
707,Puerto Morazan,NI,12.8504,-87.1717,76.21,80,92,3.0,overcast clouds
708,Sukhumi,GE,43.0033,41.0153,58.57,71,100,1.45,overcast clouds
709,Labuhan,ID,-6.8844,112.2051,81.0,72,100,6.17,light rain
710,Rafai,CF,4.95,23.9167,67.78,49,50,0.31,scattered clouds
711,Sharjah,AE,25.3573,55.4033,84.18,80,20,9.22,few clouds
712,Baruun-Urt,MN,46.6806,113.2792,19.47,81,79,10.13,broken clouds
713,Murgab,TM,37.4966,61.9714,40.87,70,0,4.61,clear sky
714,San Antonio Palopo,GT,14.7,-91.1167,57.38,94,83,5.61,broken clouds
715,Usevya,TZ,-7.1,31.2333,72.59,75,58,7.58,broken clouds
716,Oranjemund,NA,-28.55,16.4333,62.62,79,95,3.38,overcast clouds
717,Kombissiri,BF,12.0656,-1.3375,67.98,20,24,7.27,few clouds
718,Santa Cruz,BO,-17.8,-63.1667,74.66,88,75,10.36,broken clouds
